epoch,loss,mean_absolute_error,r_square,rmse,val_loss,val_mean_absolute_error,val_r_square,val_rmse
75,0.0034880409664704536,0.028253903327999725,0.9094076155161713,0.05816402529155009,0.004724015825334688,0.02823362306104155,0.8749782568919733,0.06711627685108752
76,0.003513412472873217,0.028248020537302132,0.908847532169334,0.05843046196059196,0.0047554157241706235,0.028515717875751228,0.8740991156187963,0.06757437881039324
77,0.003527938723142674,0.028299046496143093,0.9085011063145161,0.05856318426995149,0.004686779592156463,0.02750682285734797,0.8762284863174966,0.06685729336056333
78,0.0034758991448946373,0.02810225453892819,0.9098023786586319,0.058154451677082025,0.004676748153289984,0.02739986731524529,0.8761766908331687,0.0667820349996769
79,0.0034060823997076367,0.02776224048080245,0.9114515267733587,0.05753936650507608,0.00478388233000401,0.028209390870717742,0.8731352385421083,0.06757191298884846
80,0.003408323928390359,0.027756174479208185,0.9122540779607241,0.05736499636316615,0.00473188509678711,0.0273969268133763,0.8745262111407418,0.06709491928581549
81,0.003427160122031983,0.027873661806054363,0.9109805519539454,0.05755837621189719,0.004726826557691251,0.02907522548628044,0.8749474052739757,0.06735299248000427
82,0.0032943802367443173,0.027390652639837546,0.914486818068053,0.056630277870766604,0.004721438171946921,0.02844771795378074,0.8747238109570853,0.06729625015723674
83,0.0032824021564209498,0.027133645412438418,0.9153011434983046,0.05639611761809374,0.004782532447760638,0.02829892002707207,0.8731990520575454,0.06759581243835833
84,0.0032330510414752323,0.02702570096502076,0.9166425704182527,0.05604141717681101,0.00474365506306317,0.027203091082246618,0.8749460494930805,0.06744710823724306
85,0.003294031343995487,0.02716983170888268,0.9147519900651894,0.056497365556932924,0.004604306650664508,0.027415392596436584,0.8785467452461357,0.06623117169555352
86,0.0032680789542551643,0.027007927360593376,0.9147593152581882,0.05637542085557735,0.0046875960579490705,0.02763775629326106,0.8758812935455985,0.06687735541398904
87,0.0032144872431712156,0.02677149251975273,0.9168482151267388,0.055934334855490944,0.004801740858930278,0.028484342437974625,0.8727555893751616,0.06760943819171258
88,0.0032082115289204616,0.026723321071782484,0.917132507418576,0.055817946171628004,0.004597788434698781,0.027458448604264933,0.8780825169824771,0.06629937008591807
89,0.0032076081103954604,0.026899608851448514,0.9168384749390481,0.05574133021028828,0.004810088710155348,0.027077144178782507,0.8730325158338369,0.0678226769651421
90,0.003222879364419842,0.026569030105846176,0.9176346127545666,0.05586409299374023,0.004664431000087069,0.027259520143468823,0.875695633856512,0.06664568708074124
91,0.003156739618162497,0.026433289630375636,0.9179635839159216,0.05528866622757511,0.00462647898518501,0.02711493937263948,0.8778825841758139,0.06656786587548763
92,0.003143345252741679,0.026415018435342625,0.918834285327238,0.055162272380674136,0.004668837791257525,0.027949714039872998,0.8763199579747462,0.06667976509763164
93,0.0030918278001626095,0.026110372031562593,0.9199231300594128,0.054752149753506826,0.004658360433778804,0.027719850966768024,0.8765770555494523,0.06642867510720175
94,0.003182403632023313,0.026446113998011375,0.9166848609236048,0.05555649374555738,0.004749036321338818,0.026730811244047047,0.8752637941327471,0.06706680172348614
95,0.003073833919868413,0.0257895272157995,0.9202968289316491,0.054535484584699714,0.004693578643816876,0.02695748548931587,0.8763576060031089,0.0667708018148432
