epoch,loss,mean_absolute_error,r_square,rmse,val_loss,val_mean_absolute_error,val_r_square,val_rmse
20,0.007147952609857524,0.044426868680380496,0.8161618098708332,0.08354322185192269,0.006983234502041271,0.03831576703227032,0.8185835973076199,0.08262546661292544
21,0.00706892060510032,0.04385023966111794,0.8172985202863777,0.08328259400236224,0.006900386629252634,0.038683276707777534,0.8207267010328297,0.08214097030745107
22,0.007091240659920148,0.04391376219913393,0.8182119891492917,0.08328828293654336,0.006599940915328402,0.037029054615821795,0.8280797323084766,0.08029350438737827
23,0.007005021861471257,0.04377747659867585,0.8196246403967122,0.08288717568978501,0.006590353276873108,0.03684411424161749,0.8287097729722694,0.08027808304740564
24,0.0069835096627164335,0.04370727452011654,0.8198072535742685,0.08272496052303288,0.006733456442873023,0.03659916067034826,0.8249929266475213,0.0810589151392495
25,0.0068639774971203235,0.043143325028744246,0.8223443775121202,0.08213561108487397,0.006548082976194616,0.037269347886940814,0.8290895755669663,0.0799932579056235
26,0.006814985267736778,0.043120560387148316,0.8233868010686325,0.08179740102176665,0.006432054282356956,0.03697053056967237,0.8325814935308489,0.0793046387773546
27,0.006809253334561289,0.0429090733168992,0.824532625633021,0.08180136435462355,0.006434390305879442,0.035458783616626695,0.8326759690612211,0.07918573460792057
28,0.006729234787899701,0.04244506611364745,0.8257134587513112,0.0811981778858598,0.006493451645409402,0.03694822550970258,0.8304359082532543,0.07965431695914733
29,0.006591442346150989,0.04222722436217684,0.82890645811148,0.08027845105382225,0.006339259498141964,0.03529753329062102,0.8350672017925063,0.0786309514389751
30,0.006554182097799243,0.04185993063788526,0.8309884407471237,0.0801363608701066,0.006211473338575348,0.034962108733914234,0.8380381505152983,0.07786581279195931
31,0.006495669619929463,0.041686022353669146,0.831987711354015,0.07973292025116979,0.006452884415566207,0.03544821711166199,0.8322592877453159,0.07944861011779615
32,0.006453088446430964,0.04157826763945361,0.8334713886676814,0.07959263892222955,0.006382733103740686,0.03810132936654677,0.8334119762587356,0.07898653531653646
33,0.0063873158353473574,0.04135994194155525,0.8349914682479384,0.07907673959140406,0.0062588352646791075,0.03492771074367553,0.837206484262353,0.07816883221850421
34,0.006376982314342614,0.04123407828563046,0.8348379798415735,0.0790869594128548,0.006372767114869675,0.03630103145254166,0.8341771743418162,0.07888646562647375
35,0.006246509597229799,0.040483926000232325,0.8381404635592974,0.07809643993620785,0.006152827417669684,0.03545599699536043,0.8395801013089327,0.07747634288713587
36,0.006265926916349753,0.04065923733112684,0.8383296472076489,0.0783382576527337,0.006075714388820933,0.0357754852378141,0.8413240490704378,0.07705684281892235
37,0.006250738835749516,0.04064570634620842,0.8367028136557744,0.07839239153422807,0.0061794832161236836,0.03512449566516182,0.8390273298959131,0.07755973285597938
38,0.006179375617792937,0.040531831657696096,0.8413408090175603,0.07770878197086557,0.006062558316439721,0.03464325353133012,0.8418312340366597,0.0768875490672417
39,0.00611943683951827,0.04019058365867556,0.842610048603796,0.07744114911216256,0.006331565774177278,0.03596336220514224,0.8346513902707341,0.07866502676519442
40,0.006066126125179738,0.03991317325607657,0.841479445368549,0.07704557847837185,0.006067481323103185,0.03549711582083139,0.8421150649556463,0.07692023252650183
41,0.006048096360687393,0.03996091656703784,0.8434709234831634,0.07689091962963668,0.006135306680970019,0.03655870918419209,0.840032314767643,0.07746629471483227
42,0.005959353284711671,0.03942591992897603,0.8466002023145354,0.07620134609488757,0.0060028622561971515,0.034705390196753054,0.8436827385647697,0.07647514511841848
43,0.005949357656870368,0.03954404567948733,0.8454068278811496,0.0761922962559049,0.006088215784403597,0.03360244532602491,0.8413170079478355,0.07704996782377323
44,0.0057979475939091115,0.038942894814008616,0.8509278945799615,0.07527014129861713,0.006050682215543981,0.034049750270178175,0.8421271374612755,0.07682769018379904
45,0.005804254450288249,0.03885000149721638,0.8504039925648563,0.0754041144086457,0.006038260416019486,0.03483393537616084,0.8427100391015608,0.07672447191605869
46,0.005855489372017049,0.03925660439589728,0.8483293634948288,0.07565116363539684,0.0060528724335758765,0.03496286126734571,0.8425013104580944,0.07680600083300046
47,0.005776899663770607,0.038762582872707736,0.8505072897150026,0.07518463901418014,0.005993386467765048,0.03405794181332931,0.8438410091527078,0.07646462624064566
48,0.00577780083276893,0.03871661162000879,0.8501097975815998,0.0752752176340041,0.005962300015375442,0.03523933557262966,0.844541554759854,0.07626537146987171
49,0.005662510237077989,0.03839602546048346,0.854079229797581,0.074362270797253,0.005972967039960657,0.03553088504024438,0.8440763472241433,0.07636273626201748
50,0.005608298747116584,0.038241847753103304,0.8548831019099544,0.0740128382904069,0.005867422903378055,0.03419752548404944,0.8473051229513315,0.07564700588240175
51,0.005634261018503979,0.03836751627373151,0.8541957509444283,0.07419132811476668,0.005769547690061428,0.03379196076329133,0.8494558689228284,0.07506886506064761
52,0.0056178578670087,0.03817633524242468,0.8548871394395365,0.07414196826479154,0.0059662639634880405,0.03382302699040393,0.8447063775747988,0.07622171860079165
53,0.005506102788836379,0.0376748439247061,0.8579359904124173,0.07344735583246967,0.005883257357013588,0.0331131217880596,0.8466513748177408,0.07573213986556616
54,0.005534470753466258,0.037615898609414264,0.8572136637481038,0.07342615579441128,0.005901877300610506,0.03373716955057477,0.846275630627677,0.07583308796387599
55,0.005463993860473021,0.03737613412410419,0.858391830465122,0.07321291255773082,0.0058753760645171,0.03432891337067127,0.8469547488145736,0.07567026530257769
56,0.005525466986078015,0.03771925983461565,0.8569518486848258,0.07355467680149352,0.005928598605666538,0.033539301362929874,0.8454534692793899,0.07595032072413677
57,0.005445783649429767,0.03736123547398451,0.8589564892973441,0.07292097142861545,0.005778737086678765,0.03407669153821447,0.8492320960564431,0.07508304185286072
58,0.005356794448569313,0.03707881873213926,0.8609166434968042,0.07235323242778277,0.005835496699239169,0.03287701109075504,0.8480148690933661,0.0753429177933651
59,0.005335671902142949,0.03672461061583013,0.8624630613782152,0.07211643138952153,0.005745105172681829,0.034039361518084635,0.8497034312881192,0.07481117229892177
60,0.005297596679314394,0.036582959319078664,0.8626552065255393,0.07184339756833344,0.005778968383573796,0.03252213056089345,0.8488878994360368,0.07511447989501674
61,0.005345939382364569,0.03680322182052634,0.8618304217511621,0.07223834335166816,0.0057452082693471036,0.03420421447085932,0.8502007655687002,0.0748698906088785
62,0.005225761569387672,0.036361769793158354,0.8646403642140003,0.0714722056699853,0.005746996730769313,0.03444305068739717,0.8501070747358564,0.07481088463511208
63,0.005250469604165674,0.036350763631952256,0.8640042913018894,0.07162167149338229,0.005692178652454052,0.0327022076181955,0.8513313086559631,0.07447480915416736
64,0.005169740582704065,0.0361722174629641,0.8661928804297196,0.07112404009034223,0.005686913687610188,0.031152713782721744,0.851748829514132,0.07431866642758712
65,0.00516834516108398,0.03620393535891981,0.8661027794292594,0.07110225360180043,0.005587462452963364,0.032758106370956476,0.8541601104025515,0.07372897385083264
66,0.005174877659965863,0.0360842283264957,0.8664823003077321,0.07106545922438817,0.005696654319349997,0.032796631992762344,0.8513821302099152,0.07442222214977405
67,0.005136275100534915,0.036265543564235926,0.8675101924065537,0.07078741053128082,0.0056873016336646855,0.03273338893430098,0.8515404853126912,0.07444544222797561
68,0.005137423044473997,0.03589860366194685,0.8670445734203295,0.07093725302902541,0.00568253308565198,0.03179869039385797,0.852410296528553,0.07434549314542586
69,0.005073422507793711,0.03573270503843322,0.8678609119180395,0.07044507685465501,0.005811641434457123,0.032562426226122675,0.8489018341769343,0.07527121169014958
70,0.005042288938656967,0.03565032410161989,0.8691372770807204,0.07021627796804651,0.005780354730979917,0.032625603948214885,0.8497613460063511,0.07497252447211647
71,0.005015818548163219,0.03547344674326789,0.8708811140147694,0.06993105786839471,0.005660294285936557,0.03176731428671909,0.8523231968481982,0.07418742739226084
72,0.005028652474006289,0.03528711112263324,0.8686460423645406,0.07014526876281445,0.005640082866384812,0.03289298422323885,0.8530030276993258,0.07408317755626807
73,0.00495552727648374,0.035267535574152825,0.870679491963629,0.06959649144249505,0.0057062986168428635,0.032658132999646206,0.8515790992853592,0.07446193144042723
74,0.004894597349354434,0.03504658995361404,0.8730823489765605,0.06927361352718661,0.005644078031777278,0.03244296403497643,0.8530820497074483,0.0741361581324579
75,0.004908327152847958,0.034955797518634646,0.8717400121494469,0.06918607005783058,0.0056872268165226204,0.03187169512269395,0.8517400815937513,0.07436811910758742
