epoch,loss,mean_absolute_error,r_square,rmse,val_loss,val_mean_absolute_error,val_r_square,val_rmse
0,0.01751154742870108,0.08448566095187114,0.5494946343920855,0.1294998765606616,0.009971902662344415,0.05319296014300996,0.7402941704113714,0.09909692890578492
1,0.011238245796425659,0.06359494338258849,0.7103335855441009,0.1052919523255889,0.008961865473075868,0.04709367546605768,0.7663489297204242,0.09387431842437759
2,0.010193899889864445,0.059071144902815564,0.736356521801824,0.10023396115271371,0.008801183163972626,0.044446700684785734,0.7711514909392241,0.09294164400240332
3,0.009791394973523004,0.05658842715958008,0.7469482956964781,0.09811891157141436,0.0082256112773692,0.04271458601537752,0.7857995549449903,0.08981185673530269
4,0.009350808076492318,0.05430734463295969,0.7581443196095125,0.095958875846439,0.008256275853234697,0.042499582110486836,0.7856801229445619,0.08996883264107311
5,0.009043839453626532,0.052800286760624274,0.7670267138959274,0.09440611004432725,0.0079028973328619,0.04222401173020107,0.7940051967630158,0.08803102220371431
6,0.008838208257401206,0.05180972437258337,0.7712963358593373,0.09326806525215255,0.007825509914235867,0.041114348883491865,0.7965681555002478,0.08758948099102822
7,0.008684162426248004,0.050886477299059804,0.7766823585018475,0.09234351968986408,0.007743300207103037,0.0398182445639594,0.7985596506597727,0.08706190169994664
8,0.008454224082558817,0.050152421748214694,0.7805033515332827,0.09119539060854329,0.007499089509375995,0.04046506733330299,0.8045547964198461,0.08573336145628208
9,0.008336354986181916,0.04950019119591584,0.7848531002940436,0.0905847191789121,0.007432167703399853,0.03917237380131114,0.80679379201295,0.08531631553791853
10,0.008235718486567688,0.04895135447714321,0.7875174827632806,0.08995709914035814,0.007436471599746684,0.03902451366272085,0.806336974928415,0.0853481237489826
11,0.00809175049219084,0.04811972661410689,0.7904621608000376,0.08920960212436797,0.0072226087883372645,0.03929352681313665,0.8117150393014686,0.08414101831039815
12,0.007855082495200753,0.04716733681585215,0.796843412559657,0.08787321307909257,0.007230270452328033,0.038641036424485055,0.8120047513531073,0.08412778115076837
13,0.00788978339453314,0.04741845068058848,0.7955023960162503,0.0880679020147925,0.007126406679705063,0.04006227242372791,0.8146080345629376,0.08357139211395935
14,0.007750928019599101,0.04676262530331425,0.7992811450135271,0.08724360153724466,0.007123695659809006,0.03911599485135861,0.8149922747683928,0.08348610202890111
15,0.00768656081454269,0.04660046099314845,0.8020487692396968,0.0868293469437353,0.006918198232577838,0.03845235132533783,0.8195627967446064,0.08233163847911115
16,0.007471355790426585,0.045632877788591104,0.8062914953434912,0.0857083514117076,0.007160101079290275,0.03987359608909464,0.8139024153153455,0.08374442452996202
17,0.007453426153002214,0.04555077973603839,0.8071678844117581,0.08547624608750853,0.006763918178623746,0.03704498747418227,0.8240914264926893,0.08133312354745226
18,0.007328458151820719,0.045006473995648076,0.8100939337640387,0.08487591715379256,0.0068248661227537505,0.038273083928645237,0.8220671440715164,0.08166126358490552
19,0.007353079532433284,0.04513703979827403,0.810632089731942,0.0849007233654188,0.006870205112928797,0.037636756706906825,0.8212674737717054,0.081931710289502
